Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Jordan,JOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4060.109564,4052.284879,4652.069088,4720.157208,4823.219941,5026.104291,5065.754451,5195.231869,5303.864195,5472.039739,5733.274841,6065.487757,6399.016513,6660.527233,7243.662585,7833.224418,8403.601461,8942.361016,9330.322232,9434.432019,9278.939209,9214.206624,9136.183745,9081.271899,9110.92809,9068.304275,9057.941992,9172.777011,
Japan,JPN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19561.20174,20849.01768,21451.67413,21792.33548,22402.26643,23409.64029,24515.11628,25146.20043,25074.05769,25325.70726,26838.69136,27472.54712,28160.10761,28924.68216,30348.04197,31663.4531,33090.19626,34501.50901,34798.7659,33198.61611,34986.99454,35774.69671,37191.38595,38974.07949,39179.15561,40446.87919,41306.75036,42066.5763,
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8432.953934,7706.823996,7469.911015,6990.268324,6330.698761,6037.666296,6272.917687,6592.077639,6650.824218,7001.294906,7886.016439,9170.187054,10223.01325,11358.29053,12702.41121,14255.62645,16094.68104,17788.91486,18509.52091,18382.68934,19685.34962,21276.93402,22407.98154,23823.88732,24924.36944,25123.31574,25314.86511,26490.84245,
Kenya,KEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538.171467,1560.416022,1533.482484,1527.174867,1552.841491,1606.782172,1655.455423,1644.668273,1670.165953,1687.729332,1689.549425,1745.043599,1733.648568,1771.179253,1861.289622,1979.71809,2113.756757,2255.73112,2242.754712,2271.346526,2425.260085,2556.870916,2652.415979,2782.390656,2909.196959,3028.689208,3159.55375,3292.403633,
Kyrgyz Republic,KGZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2245.258436,2103.171957,1831.102834,1584.40215,1293.576536,1236.52567,1328.490921,1463.70009,1487.977226,1542.878338,1643.92079,1754.136929,1764.485286,1906.102688,2070.924698,2109.875873,2218.200094,2448.316602,2680.484343,2745.449352,2733.078978,2920.60321,2924.877908,3236.202644,3361.991349,3457.707525,3573.531861,3735.434844,
Cambodia,KHM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.229202,736.8223706,800.4411426,837.4395152,861.1475684,887.529138,991.1674362,1097.494431,1181.770664,1255.345484,1365.67921,1523.412967,1753.024836,1971.158272,2197.30711,2355.229858,2339.82494,2471.303407,2658.709247,2860.840985,3074.062963,3301.419173,3514.683945,3738.018119,4017.570725,
Kiribati,KIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255.911796,1275.035787,1296.731587,1322.327208,1356.694568,1366.121599,1393.537023,1418.061236,1501.86216,1475.761815,1576.31764,1561.666268,1617.715302,1653.69277,1641.074233,1743.42033,1759.226158,1803.553688,1761.5328,1751.300353,1720.656288,1750.436878,1833.802509,1910.194816,1899.103495,2082.39067,2174.690871,2185.046068,
St. Kitts and Nevis,KNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9862.697157,9957.347686,10529.73809,11380.11334,12086.20156,12845.43087,13690.34622,14714.35709,14644.40591,15173.59765,16926.26641,18022.47249,18489.35184,17952.55634,18928.64292,21149.75676,22162.48606,22478.92039,24140.65754,23248.74454,22935.73486,23575.45298,23604.53001,25056.25253,26789.10042,27377.0996,28042.55981,28636.36346,
"Korea, Rep.",KOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8273.406045,9345.822855,10044.19063,10875.12437,12008.47377,13299.16144,14433.0009,15406.22038,14621.29968,16392.80863,18082.9548,19168.21512,20775.10514,21376.76617,22936.81163,24196.42385,25820.97163,27822.27653,28655.98352,28325.2093,30365.27837,31228.5107,32097.164,32615.77259,33587.5834,35760.73444,37142.8329,38824.11539,
Kuwait,KWT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59055.59317,59715.68459,59207.48955,57952.44201,54222.34453,55407.53796,55497.14973,57106.15696,67536.35656,75510.25522,83204.7756,88307.00267,91246.89425,89990.36819,79277.99987,73665.33908,77459.53831,79106.59013,76830.40984,74847.4522,73131.60662,74347.49907,72095.68138,
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5731.745767,5993.454385,6139.271141,6653.179655,6982.336194,7112.057015,7352.734576,7710.358018,7824.243418,7847.713918,8241.199233,8397.157797,8526.541891,8684.566469,9314.148542,9866.851558,10627.708,11334.65905,11950.24442,11812.90551,12475.66072,13261.81779,13767.99408,14218.26733,14575.44295,14518.2421,14542.11422,14931.76529,
Lao PDR,LAO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103.696322,1156.411021,1214.62068,1282.597607,1381.769475,1475.062011,1571.951083,1675.160621,1728.313014,1850.4509,1969.233108,2096.409127,2220.657987,2366.882591,2547.792642,2772.911238,3053.855088,3316.358298,3584.31426,3819.452583,4132.458514,4495.15215,4886.051989,5305.198159,5744.645903,6146.310386,6557.032271,7038.276195,
Lebanon,LBN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3741.485031,5673.87521,6590.982797,7270.717128,7828.180871,8342.040206,9337.357853,9529.987246,9918.297411,9881.666186,9992.939514,10219.86061,10235.46416,10256.40459,10732.538,11029.50458,11360.8951,12661.8396,14019.92833,15278.74255,16115.12856,15693.68728,15345.37029,14936.10595,14612.22569,14176.46205,14204.24506,14512.68887,
Liberia,LBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031.276218,1046.888095,1077.127641,754.2865376,780.2633268,825.850929,888.4716956,960.0998167,1005.915356,1025.686715,1063.432066,1139.455419,1220.731141,1317.280031,1319.460303,1301.299399,1262.44522,1285.303706,
Libya,LBY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16635.70006,17371.51278,17182.07526,17006.76668,19294.92507,20387.62475,23184.31034,25065.97968,26960.08082,27836.50171,27517.26949,29023.93689,11192.79064,25434.99875,22369.75676,17299.93212,15856.56612,15437.50666,19672.95961,
St. Lucia,LCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6204.753188,6354.585055,6915.509849,7042.192822,7232.063484,7417.147983,7672.582655,7653.387303,8108.685562,8347.428122,8443.479459,8274.755218,8362.709095,8832.450855,9656.38637,9840.054613,10667.94353,10977.16611,11652.40149,11492.69365,11547.27473,12115.11358,12199.36797,12191.67357,12809.43027,12768.55827,13281.93078,13985.95485,
Latin America & Caribbean,LCN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5912.386942,6226.259877,6440.054761,6975.67394,7337.95253,7468.436339,7755.437046,8173.055363,8331.409111,8338.367038,8715.822898,8851.375133,8892.312741,9129.200712,9831.97155,10461.14165,11340.07455,12133.67872,12737.35756,12523.15344,13298.93648,14164.63792,14662.61115,15147.38573,15463.42304,15463.67951,15470.74992,15925.51713,
Least developed countries: UN classification,LDC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.1931178,895.6476116,901.0135033,902.6327931,907.665534,953.9984689,1001.774497,1040.758034,1067.355067,1103.894557,1152.707691,1212.890532,1260.555363,1323.080766,1416.474838,1542.219521,1671.351532,1812.821492,1932.201584,1997.008805,2102.17804,2183.862282,2279.747332,2402.862422,2524.14429,2598.704394,2667.136915,2795.561567,
Low income,LIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.1743759,972.4983441,936.6837473,934.7308107,940.1725354,969.8249088,1011.981387,1038.176971,1056.45312,1079.97276,1104.896819,1152.407606,1166.374604,1196.149643,1261.844232,1343.614483,1416.005265,1498.914347,1563.820042,1615.337522,1707.972304,1767.692287,1822.774189,1919.863724,2013.804433,2041.096219,2066.186125,2158.149036,
Liechtenstein,LIE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2334.218343,2492.666387,2631.508172,2849.824335,3044.625838,3252.341446,3414.170516,3674.16283,3868.814279,4075.351287,4391.630532,4391.638304,4600.270719,4930.363551,5298.423224,5765.023493,6350.446308,6913.141232,7417.594059,7688.597467,8355.042489,9193.359884,10171.42367,10618.20262,11250.30889,11832.95181,12357.23959,12862.57087,
Lower middle income,LMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.711577,1871.321209,1932.54154,1977.23784,2042.299817,2151.203324,2279.372162,2365.520306,2373.325049,2485.696783,2609.681291,2739.33479,2858.475694,3047.43994,3296.706181,3573.529583,3881.978056,4200.849434,4407.601955,4597.084203,4895.396604,5166.996331,5455.775767,5775.90582,6132.967711,6465.626773,6825.071273,7252.971465,
Low & middle income,LMY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459.539484,2525.41015,2586.405595,2709.00874,2802.48433,2938.798726,3104.450192,3254.569674,3317.47967,3450.982565,3681.00276,3861.739381,4058.259753,4326.765418,4728.680236,5171.604672,5744.956356,6323.586685,6805.104806,7015.515608,7536.236345,8114.598363,8598.757807,9078.284864,9566.846605,9923.969943,10385.8791,11013.1608,
Lesotho,LSO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.3169276,966.7155166,1036.85125,1077.297141,1144.546292,1186.929271,1257.738435,1309.657986,1328.926857,1341.59948,1411.445039,1481.34675,1501.947908,1588.567098,1646.454681,1744.072128,1858.332311,1983.218033,2139.3616,2181.022409,2317.218492,2499.951197,2667.429848,2728.470871,2828.900844,2899.260319,2984.103604,2932.03068,
Late-demographic dividend,LTE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2845.196578,2940.176678,3003.349082,3179.604999,3361.688334,3590.091259,3808.127012,4038.506605,4147.665897,4358.936448,4737.456955,5060.809854,5430.146705,5908.801438,6525.854368,7233.831872,8237.543025,9267.164241,10207.5453,10606.52817,11542.02989,12707.03965,13623.08629,14497.21353,15331.23801,15951.59087,16685.46503,17829.08231,
Lithuania,LTU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5924.012936,6379.384656,7069.929015,7763.022248,7821.658221,8457.622164,9451.57876,10494.41325,12067.70369,13031.49262,14526.07488,16484.46804,19095.50669,20744.08293,18145.93996,20090.86979,22854.31858,24658.04585,26660.7351,28174.37994,28910.3621,30300.01956,33252.67683,
Luxembourg,LUX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29664.79513,32875.59926,33784.86985,35557.60211,37194.51922,39635.72375,41343.73163,42846.10545,44396.52913,50627.92776,55348.89874,55894.80455,58771.50927,60039.29874,64051.55593,68220.06448,77951.36474,83981.73587,86693.89512,82278.19739,85613.58661,92005.01684,91622.17742,95590.5387,101297.5757,102780.4409,105082.0735,107640.5592,
Latvia,LVA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5508.310555,5796.458093,6484.525738,7076.721488,7405.289906,8019.285693,9035.116088,10070.068,11026.61613,12214.42943,13847.57735,15752.49814,18129.26374,19432.26093,16871.87015,17558.68634,19773.34733,21252.73438,22676.51269,23808.07015,24723.56397,25839.9926,28362.01204,
"Macao SAR, China",MAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26083.24982,27161.60356,30720.47175,32377.99946,33778.89147,34906.22386,34685.92128,34480.41289,32589.76835,31631.45378,33461.16925,34400.25287,37136.5759,41257.00693,52444.92313,57148.93617,65291.55326,75114.10974,77566.24773,77534.8339,96175.61759,116752.2116,126957.6275,140334.2447,138166.9266,107273.2,105538.8859,115367.3844,
St. Martin (French part),MAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2527.857031,2749.552182,2704.359685,2701.12429,3001.092665,2853.908988,3219.176292,3180.266455,3403.921018,3450.585921,3553.148745,3853.267341,3986.317888,4256.950516,4529.745799,4772.848331,5230.764413,5495.33547,5865.168549,6084.892212,6311.413573,6688.402606,6921.58214,7255.237499,7480.142993,7792.029575,7857.839264,8225.027425,
Monaco,MCO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899.17031,1823.835768,1892.591429,1788.692683,1757.653427,1839.275065,2000.411389,2194.623991,2392.848159,2647.126738,2944.37951,3189.362637,3380.294247,3722.516409,3530.192937,3830.837607,4179.214809,4230.104843,4710.209234,5032.755814,5069.489442,5358.795386,5710.817708,
Madagascar,MDG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.237023,1004.345549,1009.131171,1023.668347,1013.436616,1020.360279,1028.695809,1051.284777,1070.104591,1101.852988,1144.306556,1203.110776,1034.678414,1124.106017,1179.961825,1236.906779,1300.394681,1377.936298,1462.746739,1375.31116,1357.331574,1367.543082,1397.24292,1414.914389,1449.793021,1470.793357,1507.931899,1558.344808,
Maldives,MDV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5670.253843,6101.553335,6601.204292,7041.567055,7444.880578,7740.735319,7428.906568,7890.144202,8915.68605,9456.557307,8255.589117,10451.33365,11257.98598,12240.41155,11136.90011,11759.85136,12664.99068,12853.45603,13636.08007,14516.10998,14728.14699,15625.21907,16688.21349,
Middle East & North Africa,MEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7659.760566,7968.419713,8388.566772,8615.043109,8791.442205,8972.807848,9374.99031,9654.241568,10046.79181,10208.36456,10816.44895,11007.34271,11176.80923,11725.71946,12768.70588,13526.82883,14426.14902,15250.83109,15878.68519,15803.51809,16453.23887,16964.85095,17570.31039,17978.45175,18448.09696,18741.79777,19592.07871,19951.05359,
Mexico,MEX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6391.202516,6760.110625,7043.997993,8369.134855,8800.343566,8267.737697,8835.126507,9445.459097,9888.508872,10155.49266,10782.3865,10830.86306,10901.14826,11204.2554,11805.55811,12369.75975,13490.57696,13949.43477,14551.04561,14174.91509,14840.99159,16049.36476,16658.0818,16848.0396,17484.29234,17699.15938,18161.49028,18655.92173,
Marshall Islands,MHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879.012424,1896.078524,2039.784752,2184.110245,2337.089517,2559.519901,2320.170248,2195.341308,2146.373869,2120.691434,2293.191659,2470.109677,2574.868879,2632.801323,2710.587211,2880.423763,3010.24256,3199.626332,3203.751027,3169.080736,3407.965808,3513.291213,3695.973837,3858.872697,3894.370472,3914.561562,4027.501962,4246.919797,
Middle income,MIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2603.107355,2675.53606,2746.31529,2882.133256,2986.043596,3135.132594,3315.564442,3480.48077,3550.954474,3698.66423,3952.637561,4151.623028,4371.274809,4669.825059,5113.598021,5602.670889,6238.529498,6881.382565,7419.902307,7659.398757,8241.412206,8891.214052,9438.839046,9978.521186,10530.2505,10943.01604,11475.59733,12189.62027,
North Macedonia,MKD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5531.917102,5371.196573,5144.951758,4885.30637,4907.30315,4949.940503,5084.166215,5219.003228,5435.746463,5703.975666,6127.048167,6028.83384,6305.433365,6502.650814,7080.117663,7759.677073,8584.744957,9242.845774,10417.7057,10914.20681,11273.85624,11611.80541,11841.0364,12655.59284,13370.02121,13831.32542,14810.08685,15290.335,
Mali,MLI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.806977,928.3531016,896.5971829,922.3760564,951.7008464,954.8677372,1014.252894,1053.919097,1116.574458,1166.502702,1159.276013,1328.572316,1349.562409,1456.178468,1472.131576,1567.335613,1636.056039,1681.262507,1737.301347,1773.643297,1833.680719,1874.70303,1839.558533,1860.206717,1970.885962,2049.704885,2128.106125,2218.212688,
Malta,MLT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9343.997365,9986.279603,10583.30333,11208.09947,11980.90464,12916.1657,13675.02037,15130.14331,15868.66067,16962.26156,19425.73853,19621.23025,20561.81794,20937.64386,21401.15985,22232.47322,23223.82676,24893.32666,26193.12153,26139.66367,27809.11072,28612.39654,29423.99872,31068.83508,33178.37354,35667.97268,37774.14129,40796.75925,
Myanmar,MMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0923948,486.0976044,538.3965386,577.5956724,626.5411841,675.7343229,723.1101197,766.9268432,809.9865623,900.7823271,1035.277764,1165.523908,1311.32265,1507.134961,1742.217682,2025.058298,2342.626174,2675.553985,2989.073619,3308.059185,3645.06906,3898.414627,4228.263628,4623.130169,5040.381639,5400.643593,5727.146346,6173.77692,
Middle East & North Africa (excluding high income),MNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5192.978019,5142.438122,5381.110115,5539.443214,5617.048936,5770.689054,6098.549991,6293.218492,6667.044361,6942.574141,7294.001274,7496.844,7732.261152,7953.6637,8666.082127,9187.702812,9819.766294,10503.42925,10896.15012,11065.40909,11574.03885,11532.35573,11833.26915,12026.58439,12305.49642,12361.9832,13188.12697,13609.4196,
Montenegro,MNE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6002.636174,6773.102354,7100.320437,7332.742972,7835.145133,8313.640671,10447.84417,12447.34523,13816.59617,13024.83554,13635.00238,14472.461,13863.89424,14870.21168,15371.16635,16337.25576,17866.5224,19354.92982,
Mongolia,MNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3310.073771,3075.355435,2821.752006,2772.999003,2870.520769,3093.448027,3194.567966,3348.210483,3468.048703,3597.811763,3688.825709,3848.432123,4052.454564,4376.88176,4920.196144,5383.04213,5948.833582,6645.572392,7276.64399,7129.946863,7550.868793,8881.48475,9976.559115,11117.39338,11991.93757,12187.76943,12256.98988,12945.82089,
Northern Mariana Islands,MNP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.6010033,258.4105879,241.9436414,259.0025797,270.1017302,272.2071919,341.0020668,374.0124607,412.1627432,439.7095372,445.0443618,498.707893,535.037131,564.1739895,606.6270278,660.891458,726.6168481,778.2021751,823.590468,857.1419387,898.9848067,954.7991162,1013.190628,1072.935721,1141.032935,1194.243896,1217.15854,1250.242948,
Mauritania,MRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1813.653237,1857.159668,1884.270106,1988.238539,1914.772018,2086.075957,2181.965087,2065.482127,2080.552132,2206.437194,2180.125465,2208.279571,2192.282171,2302.447071,2431.262883,2657.803988,3165.439662,3248.447346,3254.72311,3153.870272,3249.103777,3371.994582,3528.968187,3697.675455,3862.59168,3846.465821,3856.857581,3958.059763,
Mauritius,MUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4773.216586,5095.551516,5478.569761,5824.505251,6108.37257,6447.46404,6861.480276,7284.062028,7728.413066,7949.834978,8777.980783,9136.60853,9407.379084,9874.127244,10661.51414,11075.40044,12332.69665,13325.17678,14266.80963,14812.30443,15612.30516,16561.77098,17421.14385,18282.21743,19290.7226,20163.02494,21151.28299,22356.15667,
Malawi,MWI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.8847316,528.8614491,496.6891739,556.2958136,507.8161752,598.2845489,640.8013156,658.7580623,670.9782355,680.3862629,686.2192847,648.7104468,652.1436096,684.6914406,721.7979207,747.917903,783.7151761,855.5814798,910.7006899,964.0855257,1011.826685,1051.185996,1059.70029,1101.533304,1152.173919,1162.715903,1170.139822,1204.748346,
Malaysia,MYS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6818.263358,7513.146432,8154.502477,8947.650466,9734.241671,10643.12195,11622.20193,12367.8886,11294.93921,11880.01621,12924.76849,12999.94256,13623.71361,14408.02914,15503.62643,16536.96651,17663.6651,18926.81188,19868.44303,19363.28334,20675.37697,21818.87569,23024.04697,24084.97593,25566.09,26717.46361,27731.43867,29511.44283,
North America,NAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23569.05058,23970.72149,24988.84356,25945.31829,27248.29623,28244.33962,29457.97387,30931.82339,32276.87528,33935.25616,35736.4833,36564.53729,37448.10493,38941.75866,41117.12047,43503.57305,45608.33855,47214.84318,47602.86832,46192.84896,47630.85022,49058.43765,50661.1533,52205.63022,54077.91567,55557.89114,56583.89328,58567.05,
Namibia,NAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3739.277786,4033.685934,4282.068426,4186.749331,4223.291795,4347.852398,4431.629641,4557.473535,4623.032139,4727.951302,4895.804084,4976.384741,5217.695688,5479.267144,6249.310467,6538.791391,7133.76279,7627.470868,7882.887089,7851.950554,8287.723893,8721.255524,9139.139077,9598.710647,10162.55245,10651.22879,10600.14035,10470.87947,
New Caledonia,NCL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.0350334,592.9824767,548.6442101,550.9578816,565.4345076,571.9228778,581.2610451,586.0024074,630.7718018,614.0233103,597.0490098,630.7588367,636.1933184,658.930266,653.453401,679.396123,713.9579135,728.3816635,783.9359162,755.2288636,797.5451788,801.6060865,879.4168402,906.4779414,955.7274466,969.9149781,990.2012613,1018.75992,
Nigeria,NGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2170.37336,2194.081247,2289.565544,2239.573006,2190.428857,2179.549781,2255.627961,2303.58069,2329.926232,2320.749183,2430.988963,2568.21544,2932.498816,3130.300667,3425.119558,3666.916246,3905.308201,4162.499233,4412.790434,4677.498999,4978.999747,5211.532251,5389.88763,5696.060063,6008.095611,6070.992128,5882.058848,5887.171819,
Nicaragua,NIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934.32989,1951.501068,1959.99228,1955.708546,2021.010897,2141.783555,2275.555226,2363.146128,2435.236964,2603.67625,2729.607151,2832.797393,2858.194061,2949.241424,3149.948436,3346.652166,3545.96966,3775.334985,3930.119095,3780.867791,3946.277716,4231.497518,4538.659836,4789.916924,5056.055271,5293.911701,5539.29548,5854.569736,
Netherlands,NLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18901.03411,19859.71833,20503.24361,21105.36472,22060.91425,23110.9174,24224.08221,25726.37867,27358.55097,28946.09718,31596.9667,32836.88088,33991.05929,33703.44087,35415.72211,37265.34509,40597.39676,43479.16067,45843.89223,44045.25602,45040.31808,46599.02103,47272.10302,49241.51784,49233.2154,50302.06775,51338.57326,54422.00802,
Norway,NOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18432.49795,19550.27114,20591.34107,21550.32066,22991.94589,24322.55541,26791.01154,28605.26192,28186.27353,30555.33875,36956.3797,37786.83874,37959.79481,38533.08794,42486.40437,47772.43008,54079.75541,55896.78441,61757.24557,55437.53083,57965.52642,62145.02615,65447.49582,67056.11704,66015.4403,60519.97152,58138.43771,62182.84214,
