Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Denmark,DNK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18215.50571,19044.46833,19794.10798,20197.84074,21655.92369,22661.05851,23711.0209,24925.78998,25813.64853,26653.82934,28662.10545,29449.61472,30640.34504,30786.24381,32908.68521,34150.1558,37295.65476,38968.50876,41278.32884,40339.68872,42999.62561,44403.39415,44803.96224,46726.85332,47901.44758,49058.49608,50694.18932,54356.44827,
Dominican Republic,DOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3539.163618,3619.948617,4039.112081,4356.389994,4481.429434,4749.619719,5038.176806,5487.888389,5825.094334,6166.879262,6498.30717,6704.549485,7004.619265,6941.678374,7207.183729,8021.873446,8898.03729,9674.95513,10041.71005,10076.47236,10904.76153,11333.54709,11715.40456,12348.53666,13380.83804,14306.62229,15245.06391,16063.64067,
Algeria,DZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6614.834296,6589.733413,6703.055939,6572.103247,6516.475879,6775.685446,7058.415914,7142.732907,7476.192285,7724.04572,8091.605427,8414.750321,8909.560575,9618.872055,10174.25458,10969.23664,11330.09381,11840.90157,12159.37092,12239.2657,12607.24805,12990.34502,13414.38716,13744.851,14247.63155,14657.78289,15030.17693,15292.73866,
East Asia & Pacific (excluding high income),EAP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438.701398,1577.202237,1754.286873,1957.194433,2175.776606,2403.284664,2629.937865,2820.946977,2844.111186,3024.619426,3288.270091,3548.125493,3844.308102,4219.203716,4676.167696,5240.195673,5919.225078,6742.525029,7386.096597,7936.817316,8742.541662,9592.579481,10428.25197,11281.4848,12170.5131,12996.73087,13860.97237,14937.26842,
Early-demographic dividend,EAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2746.75876,2911.386759,3041.761826,3201.690215,3311.757208,3431.850762,3621.524924,3768.772712,3817.849746,3901.059431,4101.270344,4196.127318,4274.450676,4516.173,4870.205428,5249.374502,5686.180661,6107.716907,6392.536656,6497.723009,6909.201124,7307.857393,7656.545151,8023.091219,8442.85862,8833.923708,9283.324259,9796.886703,
East Asia & Pacific,EAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.343275,3444.121282,3667.089306,3906.362221,4187.87786,4502.018147,4818.929446,5070.711119,5069.615179,5308.635556,5709.51229,6009.409009,6379.619009,6799.534703,7380.627198,8036.424504,8825.685478,9757.79335,10386.41713,10788.05572,11718.60255,12610.4282,13486.95425,14425.84712,15296.32085,16147.24521,17023.0953,18124.46557,
Europe & Central Asia (excluding high income),ECA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6428.463391,6240.506928,5704.224859,5467.531507,4949.098947,4943.20292,5020.165897,5230.646282,5272.733757,5440.831776,6078.755199,6439.790653,6901.474106,7627.083524,8543.038385,9596.188738,11483.77969,12810.41125,14715.09871,14220.51229,15192.16257,17267.38006,18187.57526,18903.00768,19378.17291,19129.01045,19473.33869,20780.94101,
Europe & Central Asia,ECS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11540.41724,11835.1063,11866.21713,11937.14267,12154.10748,12631.02617,13077.27702,13660.83314,14165.97571,14712.72883,15855.72954,16641.64359,17449.98274,18109.94667,19226.03487,20272.41402,22427.68922,24033.96932,25677.07293,24963.2063,26018.06353,27793.58379,28519.53343,29521.49659,30289.18467,30769.04471,31684.89784,33522.1232,
Ecuador,ECU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4828.267796,5082.258682,5186.701372,5293.480311,5512.866135,5631.832303,5712.667832,5939.137986,6077.943244,5767.163311,5854.241687,6119.474715,6359.455447,6553.813206,7168.266555,7662.465924,8108.556061,8364.155122,8918.378623,8887.098765,9160.979204,9926.903441,10520.14187,11060.77012,11519.35793,11479.89563,11294.70953,11612.04504,
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3726.262992,3804.80777,3978.708824,4106.706586,4275.604162,4480.053351,4699.499781,4949.64477,5186.133467,5482.640829,5855.435159,6085.602259,6207.905017,6410.971623,6729.46923,7124.641431,7707.485147,8326.613207,8938.314715,9254.360633,9657.192889,9823.823287,10011.83584,10179.02328,10440.91067,10783.06539,11147.70046,11608.37645,
Euro area,EMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16935.89303,17917.14001,18497.83209,18730.07487,19545.50166,20401.83682,21043.6307,21909.42352,22939.83308,23830.36724,25320.25131,26490.9455,27538.22156,27956.57243,29061.08461,30105.55201,32516.56228,34416.75642,35746.99751,34850.52106,35834.75314,37459.02885,37839.55503,39021.8271,39980.50364,41093.2786,42755.86771,45075.94883,
Eritrea,ERI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.7039981,886.8212707,1102.735776,1156.145928,1275.429826,1379.94168,1391.960313,1380.049199,1330.623217,1435.950521,1452.987905,1394.899944,1408.70782,1449.98838,1444.514295,1472.724494,1329.328048,1366.265817,1387.384524,1510.458929,,,,,,,
Spain,ESP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13627.32655,14410.1382,14802.79164,14919.63509,15527.28983,16218.2812,16916.10091,17868.8262,19029.28869,19907.16145,21533.90899,22910.78023,24363.01492,25055.97478,26180.06058,27702.46431,30815.26848,32597.05586,33463.6541,32391.02051,31923.12286,32068.27093,31988.25387,32603.90577,33709.64924,35028.30135,36715.84531,39037.4328,
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6283.919967,6825.501864,7842.064682,8365.594054,8368.209582,9421.263775,10302.77198,11590.60317,13064.69452,14419.42691,16516.14387,19257.98115,21964.28889,22664.03933,20502.3537,21581.69218,24543.06747,26022.46885,27495.73442,28964.17933,29212.94887,30897.54691,33447.82772,
Ethiopia,ETH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.2785768,390.1576881,351.5541671,392.8815441,399.863747,419.0144515,464.7187179,472.9248323,448.1656264,464.8482802,489.9198102,527.1918002,527.9388926,511.9557216,580.7832716,651.9509242,724.7292388,807.2444739,887.931161,947.9993678,1051.853964,1162.783317,1254.175964,1374.893278,1505.275312,1637.334132,1736.414259,1903.238494,
European Union,EUU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14947.48916,15590.00992,16052.66321,16363.89407,17147.69972,17995.19549,18705.55271,19520.68276,20366.49821,21143.78286,22573.67386,23676.18812,24739.46204,25333.31172,26556.23565,27511.93193,29760.3988,31543.93461,32965.90479,32175.46219,33274.109,34760.82356,35323.63505,36535.05459,37564.96263,38715.34398,40218.51521,42516.70452,
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1817.691193,1432.79965,1528.588539,1634.092692,1677.835582,1729.76749,1844.850235,1990.1538,2223.78393,2382.128134,2432.6633,2502.948184,2467.405564,2318.558608,2679.84002,2883.951136,3108.962167,3282.603838,3450.461679,3557.519558,3748.896144,3562.30568,3983.279642,4129.438379,4156.867306,4192.940488,4356.312135,4456.760306,
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18149.45845,17557.33848,17263.16228,17457.69963,18453.16705,19557.93555,20057.65339,21778.64737,23558.56133,24768.6467,26752.87175,27770.59661,28567.1712,28984.88858,31118.14662,31993.40726,34363.04257,37703.174,39969.3876,37830.02314,38737.4136,40683.52758,40620.17607,41293.51577,41470.20236,42220.95767,43729.96449,46343.57722,
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3806.829566,3791.713926,4064.655221,4190.926553,4435.883547,4582.769929,4834.450758,4758.161958,4826.94157,5291.228396,5288.623048,5497.033599,5749.623748,5916.121172,6387.47395,6611.174503,6893.597126,6954.649948,7091.86268,6975.323865,7201.651999,7488.829381,7682.491647,8130.453981,8688.326556,9053.987331,9120.194909,9574.878654,
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17540.77128,18309.47206,18931.86995,19175.31268,19972.17932,20745.45823,21331.45043,22241.4129,23359.05849,24307.49879,26094.25256,27501.54241,28523.88573,28141.4614,29034.00071,30498.57929,32434.86026,34088.35902,35095.26023,34685.17165,35900.04557,37440.64149,37679.13326,39523.87012,40141.59032,40833.24207,41942.62678,44032.89807,
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1758.290559,1903.001678,1972.212528,2130.544895,2120.932092,2286.235201,2239.13079,2136.193964,2228.624883,2303.019609,2471.711572,2578.617786,2638.390187,2747.679471,2740.977279,2897.720068,2997.29237,3034.073589,3042.355029,3117.000129,3230.181206,3412.906554,3408.006584,3327.610349,3307.479422,3493.660222,3539.505725,3700.793857,
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12600.96111,13448.88229,12979.40507,13453.39801,13884.2599,14502.46377,14919.8712,15648.08872,15964.14934,14397.37852,14091.56894,14357.3274,14180.25288,14412.4071,14516.69408,14958.03029,14552.20553,15365.43251,14682.96189,14343.7548,15041.58434,15893.51531,16469.40433,17114.46076,17623.92884,17981.2212,18092.9896,18113.29628,
United Kingdom,GBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16698.34176,17022.74234,17428.60116,18248.57016,19312.1769,20424.93583,21750.30191,22942.49283,23469.96902,24171.2407,26250.0659,27439.7531,28806.88884,30046.02417,31721.56753,32436.87959,34496.20509,35295.51218,36257.51245,34595.75437,36012.67688,36820.32172,37911.25805,39505.35327,40867.47603,42042.91932,42977.22065,44920.45173,
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5159.360454,4176.744357,2335.687015,1677.67656,1559.004365,1695.426773,1990.68953,2310.685227,2468.614852,2631.902373,2795.105516,3043.021903,3288.235074,3749.911733,4101.665913,4669.145326,5295.997434,6152.855294,6444.800379,6312.534955,6838.652691,7545.966304,8239.548276,8694.249158,9263.952023,9617.541676,9993.730446,10674.46085,
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.406717,1312.491705,1356.222525,1416.215903,1454.400526,1506.10784,1564.501431,1618.204563,1672.043129,1730.015533,1790.1718,1856.866036,1920.482587,2008.000987,2122.719933,2260.461683,2414.962754,2520.128378,2732.635099,2813.688559,2996.78338,3404.459566,3702.11021,3948.459014,4045.101653,4083.472352,4175.997145,4501.852769,
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.37214,916.8060882,913.2862064,926.730629,934.3254849,956.3250299,984.5357276,1027.322798,1055.390871,1093.04671,1125.7665,1171.912782,1228.595084,1245.23151,1284.525005,1338.859425,1367.780131,1468.064923,1524.593734,1485.42129,1541.347535,1625.560285,1716.453245,1775.152245,1833.069114,1877.852605,2045.357367,2247.020357,
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973.4074918,1001.359004,1026.125118,1051.445812,1045.947052,1047.482151,1060.013474,1099.445724,1117.801903,1172.716368,1227.953574,1288.357592,1226.191694,1294.274655,1378.445232,1364.869112,1377.94627,1420.173486,1483.405358,1541.592468,1610.598342,1524.768774,1590.254929,1643.491319,1608.215632,1668.815203,1643.292488,1699.114677,
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.0034,1077.959122,1087.76324,1110.114297,1143.780099,1193.732441,1330.850015,1416.358507,1012.094491,1020.366261,1080.36582,1107.540698,1091.073826,1095.710821,1131.960064,1191.324733,1227.975379,1271.820615,1306.786117,1328.235419,1371.709454,1475.38909,1440.052427,1474.021515,1477.513914,1544.827265,1618.241264,1703.831155,
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.8591176,639.8801941,853.722405,938.5838269,1080.390312,1250.276166,2043.316063,4998.305262,6010.56828,7366.282667,8552.592422,13723.36845,15980.44002,17819.51299,24213.90577,27926.82002,29636.874,33505.76912,38432.20306,37487.64772,33033.32779,34363.15291,36315.4116,33949.43473,33330.47558,29420.64697,26177.4543,24439.21606,
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13291.05198,13997.42897,14306.92255,14327.03177,14851.09236,15408.69221,16129.25314,17154.12998,18033.51768,18464.7321,19518.90751,20963.56036,22615.93565,23870.1601,25437.26843,25577.52408,28519.53894,29291.92369,30856.01183,30365.39993,28148.42242,26141.31959,25284.46408,26097.8719,26838.45523,26902.52532,27273.93458,28582.84558,
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4679.396613,4893.453328,4924.41746,4887.166389,5019.533181,5188.973222,5488.586014,5843.61478,6589.131309,7142.088102,7648.308391,7646.976206,8011.509401,8920.562623,9081.581652,10587.76426,10445.87088,11344.61554,11638.10749,10912.5558,10949.36425,11220.93298,11260.51926,11680.16858,12721.00204,13626.11294,14223.9261,15155.846,
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3296.014125,3448.615498,3612.083072,3754.252996,3897.205853,4080.617938,4182.304162,4341.27425,4505.7732,4644.874615,4810.675498,4919.299047,5067.307765,5175.526255,5358.388043,5580.674546,5925.398662,6323.426999,6513.495784,6454.697857,6576.66791,6844.487416,7031.402751,7264.671128,7552.567866,7788.497235,7955.603405,8167.549284,
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857.965402,2033.426497,2229.608233,2451.733363,2700.144794,2883.936052,3167.832444,3427.271693,3417.790209,3585.462687,3626.531956,3798.963244,3902.937031,3955.73844,4129.178678,4182.818877,4540.612993,5000.224622,5209.91791,5440.480779,5728.199825,6130.837378,6543.242097,6944.994818,7297.474559,7558.051742,7845.189886,8179.923334,
High income,HIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17844.95779,18632.30074,19394.4282,19999.70282,20963.83073,21849.5001,22811.73248,23864.03945,24655.90837,25633.51875,27231.6742,28086.99715,28953.63878,29945.03347,31624.69977,33190.72168,35326.45513,37064.19252,37976.78492,36937.55121,38382.16747,39964.45137,41067.35105,42497.99365,43700.08615,44914.67171,46047.94122,47892.70425,
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17430.14637,18880.04475,20342.88931,21741.71224,23020.38141,23586.66254,23952.92635,25393.03534,23957.7755,24697.12719,26956.14505,27521.51101,28281.41023,29785.70379,33008.89762,36428.7591,39931.3014,43270.62985,44789.51593,43925.20596,47123.34225,50085.95933,51344.51431,53649.86753,55781.75744,57235.21309,58747.5981,61670.7546,
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2072.687332,2011.870971,2121.203586,2248.066246,2237.036682,2358.593599,2380.370194,2464.792986,2512.991895,2466.866296,2637.644642,2701.337555,2775.251045,2887.496681,3077.280795,3291.148943,3534.519122,3769.868677,3922.66359,3778.41986,3889.925766,4046.076252,4216.159725,4332.419217,4471.174803,4613.124161,4757.828414,4996.812797,
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973.7098194,984.0645664,970.0172294,973.2074543,967.0819797,1005.95242,1049.721085,1082.976156,1102.245973,1124.059166,1150.246111,1194.669252,1219.07838,1262.969222,1331.926679,1419.040236,1510.950739,1609.404831,1693.542778,1732.524905,1807.742317,1879.263539,1970.238912,2065.063453,2161.533433,2230.676975,2295.904945,2399.24419,
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7950.581361,8673.249302,9450.790874,9771.707887,9838.166671,10653.08872,11668.44079,12672.60722,13542.67504,14509.62427,15290.50816,17413.76005,19335.44004,20837.23437,20034.84052,19780.64103,20758.55448,21156.61233,21807.11244,22077.21465,23008.18872,24524.54792,26295.5123,
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353.917573,1397.023424,1326.698456,1260.043712,1111.781762,1224.194322,1274.40652,1307.251195,1326.311777,1359.091926,1378.364058,1372.04359,1367.241909,1377.466994,1344.126073,1390.426918,1442.633614,1506.930483,1525.806431,1561.015952,1471.298541,1562.278874,1615.227031,1689.74991,1746.545735,1763.485249,1785.946004,1818.794784,
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8311.206189,8243.362536,8399.627957,8843.925564,9176.629289,9340.533768,9822.407506,10411.52748,10894.75228,11877.97245,13230.97945,14549.58618,15468.29909,16245.56028,17081.77434,18297.95129,19030.13166,20678.67991,20651.76183,21534.86742,22841.21034,23094.47333,24464.13604,25518.22596,26356.31374,26851.62497,28798.64256,
IBRD only,IBD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2856.193643,2939.304395,3024.424617,3190.234708,3320.957275,3490.045181,3699.809636,3900.395807,3987.313518,4150.263348,4435.121605,4651.697773,4881.221323,5220.311447,5724.669989,6274.751847,7008.846193,7750.524631,8367.94139,8621.197374,9308.494739,10072.42636,10693.40331,11303.83609,11916.19842,12389.87769,13001.66844,13837.60399,
IDA & IBRD total,IBT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2553.270976,2623.455978,2693.559265,2824.862525,2927.12072,3066.694021,3241.147642,3403.227567,3473.305171,3604.769838,3837.159689,4016.128183,4206.215135,4482.6882,4897.978455,5350.871505,5944.846878,6542.51154,7032.642949,7234.28266,7775.694795,8372.607844,8857.977448,9342.550571,9826.901355,10188.53333,10645.90462,11286.31864,
IDA total,IDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332.805256,1365.021607,1390.191295,1397.494907,1403.549195,1446.875312,1505.44154,1540.897979,1570.198866,1607.158574,1671.53348,1743.322978,1823.674589,1910.839264,2050.758306,2208.239224,2367.24227,2529.312476,2650.572517,2743.301595,2873.915371,2995.793191,3124.634635,3294.939389,3468.015051,3574.677202,3656.756578,3813.17435,
IDA blend,IDB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.50016,2069.189012,2134.861398,2127.078406,2143.942526,2189.563651,2273.898641,2302.947637,2334.044267,2368.931849,2460.305276,2550.065819,2707.270475,2835.664887,3070.051785,3306.359843,3534.850117,3753.612032,3889.287882,4028.021838,4197.992572,4381.910397,4557.410354,4786.779352,5034.158265,5174.015958,5235.341947,5392.072039,
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2988.822934,3244.91176,3475.227787,3727.245862,4028.872215,4382.902081,4740.660459,4975.944152,4308.310727,4347.621651,4600.754548,4809.611157,5032.751542,5304.421097,5645.897791,6075.132258,6516.398461,7018.078918,7484.238532,7785.271053,8260.93351,8837.820122,9428.598368,10000.69573,10570.10722,11072.53789,11624.02492,12309.62612,
IDA only,IDX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973.7622524,992.9688302,995.8262061,1013.066343,1014.098888,1058.098076,1104.203264,1144.909425,1174.541752,1214.427726,1266.028279,1330.539842,1370.959979,1438.418935,1530.433002,1648.77961,1773.580146,1908.17008,2023.890578,2093.064021,2203.586828,2296.296808,2401.259923,2541.491951,2676.241723,2765.865043,2859.969614,3018.718753,
Isle of Man,IMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235.887533,1264.476856,1337.153206,1406.013795,1502.056465,1618.139064,1738.742933,1805.969573,1903.04078,2065.337408,2154.909918,2270.606776,2352.912534,2545.90129,2777.767639,3045.686848,3340.167459,3636.352549,3766.366137,4035.602562,4371.84406,4635.879137,4920.144571,5261.654952,5690.394855,6139.033446,6636.539272,7166.201575,
Not classified,INX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13738.26635,14393.94638,15110.71501,15806.03598,17005.58561,18937.55603,20479.16799,22625.57797,25059.45456,26995.19846,30178.00024,32545.57208,35210.85747,36237.86454,38669.13581,40438.10514,44205.3907,46759.64145,44280.69146,41620.82545,43292.15002,44937.55696,46283.12375,47966.91365,51192.39591,68959.55175,70925.75616,76744.70732,
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7361.638529,8377.380956,8677.368005,8865.065636,8807.299792,9067.104836,9551.408503,9586.206472,9716.878206,9772.265458,10409.07231,10574.94103,11367.14513,12454.54083,13202.48163,13901.28721,14874.50308,16331.61151,16507.10498,16608.04599,17575.69165,18192.1056,16944.77791,16990.49387,17883.53729,17622.69462,19971.2494,20884.73795,
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7445.103512,2692.804211,3549.855772,4597.231311,4730.403841,4782.303864,5240.94251,6263.432644,8276.33244,9583.335556,9649.393947,9811.108423,9018.623384,5988.411854,9237.111676,9698.930154,10738.28014,10903.31742,11733.94597,11902.36414,12457.37363,13261.60145,14906.47693,15787.83363,15679.48643,15740.86238,17460.05539,16935.06579,
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21626.19121,22050.47603,21519.93978,22093.36385,23177.69854,23563.11425,24427.12291,26796.57237,28551.81328,29344.42869,29458.11713,31507.91012,32219.72435,32340.3974,35319.98964,36965.14032,38712.99074,40787.15138,42721.16286,41203.35495,39576.97124,40767.23641,41926.34194,44157.55246,45714.89381,48728.09936,52582.29385,55322.08459,
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15165.05985,15902.947,16932.12672,17573.47879,18789.0956,19911.21496,20747.96396,21421.6389,22061.2384,22600.05508,24930.33593,24908.43989,25213.53905,23802.59286,25218.33219,24819.9541,25667.47813,27449.0655,27399.44764,27494.82529,28829.53131,30568.95896,31725.32524,34178.4827,34262.61569,35514.54496,37513.39164,38867.7616,
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18547.40568,19456.16777,20051.93383,20339.52819,21216.38679,22286.22654,22968.13414,23818.96778,24946.91415,25531.62476,27027.19064,27932.62035,28641.55815,29081.29373,29447.35351,30051.77327,32331.9608,33996.49148,35402.91685,34513.97292,35008.06822,36347.34248,36237.11043,36131.13211,36070.8056,36836.42634,39043.40287,40923.70222,
Jamaica,JAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4709.36655,5060.954445,5231.15171,5804.814668,5952.322576,6159.480864,6204.753362,6179.07885,6042.991268,6144.418544,6287.005282,6467.717931,6652.356797,6989.51752,7233.399635,7489.249236,7898.22356,8179.52419,8228.826326,7892.265509,7835.511253,8101.911276,8173.301297,8326.939363,8512.174371,8651.279091,8837.643719,9065.611971,
